id,name,img,role,url
308,"Bob Schieffer","http://1.images.comedycentral.com/images/shows/tds/videos/season_18/18044/ds_18044_04_16x9.jpg","Host of "Face the Nation"","http://thedailyshow.cc.com/guests/bob-schieffer-rev"
309,"Roger Waters","http://1.images.comedycentral.com/images/shows/tds/videos/season_18/18043/ds_18043_04_16x9.jpg","Musician","http://thedailyshow.cc.com/guests/roger-waters"
310,"Josh Brolin","http://2.images.comedycentral.com/images/shows/tds/videos/season_18/18042/ds_18042_04_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/josh-brolin"
311,"Jeff Bridges","http://4.images.comedycentral.com/images/shows/tds/videos/season_18/18041/ds_18041_04_16x9.jpg","Actor, Author","http://thedailyshow.cc.com/guests/jeff-bridges"
312,"Stanley McChrystal","http://4.images.comedycentral.com/images/shows/tds/videos/season_18/18040/ds_18040_03_16x9.jpg","Retired U.S. Army General","http://thedailyshow.cc.com/guests/stanley-mcchrystal"
313,"Kristen Stewart","http://2.images.comedycentral.com/images/shows/tds/videos/season_18/18038/ds_18038_04_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/kristen-stewart"
314,"Cory Booker","http://1.images.comedycentral.com/images/shows/tds/videos/season_18/18037/ds_18037_04_16x9.jpg","Senator (D-NJ)","http://thedailyshow.cc.com/guests/cory-booker"
315,"Laura Linney","http://2.images.comedycentral.com/images/shows/tds/videos/season_18/18036/ds_18036_04_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/laura-linney"
316,"Gene Robinson","http://4.images.comedycentral.com/images/shows/tds/videos/season_18/18035/ds_18035_04_16x9.jpg","Bishop of the Diocese of N.H. in the Episcopal Church","http://thedailyshow.cc.com/guests/gene-robinson-rev"
317,"Chris Christie","http://4.images.comedycentral.com/images/shows/tds/videos/season_18/18034/ds_18034_03_16x9.jpg","Governor of New Jersey","http://thedailyshow.cc.com/guests/chris-christie"
318,"Alan Simpson","http://3.images.comedycentral.com/images/shows/tds/videos/season_18/18033/ds_18033_04_16x9.jpg","Author, National Commission on Fiscal Responsibility & Reform Co-Chair","http://thedailyshow.cc.com/guests/alan-simpson"
319,"R.A. Dickey","http://4.images.comedycentral.com/images/shows/tds/videos/season_18/18032/ds_18032_04_16x9.jpg","Cy Young Award-Winning Pitcher","http://thedailyshow.cc.com/guests/ra-dickey"
320,"Calvin Trillin","http://1.images.comedycentral.com/images/shows/tds/videos/season_18/18030/ds_18030_04_16x9.jpg","Author, Journalist, Humorist","http://thedailyshow.cc.com/guests/calvin-trillin"
321,"Neil Young","http://3.images.comedycentral.com/images/shows/tds/videos/season_18/18029/ds_18029_04_16x9.jpg","Musician, Author","http://thedailyshow.cc.com/guests/neil-young"
322,"Warren Buffett","http://3.images.comedycentral.com/images/shows/tds/videos/season_18/18028/ds_18028_03_16x9.jpg","Investor","http://thedailyshow.cc.com/guests/buffett"
323,"Carol Loomis","http://3.images.comedycentral.com/images/shows/tds/videos/season_18/18028/ds_18028_03_16x9.jpg","Journalist","http://thedailyshow.cc.com/guests/loomis"
324,"Warren Buffett & Carol Loomis","http://3.images.comedycentral.com/images/shows/tds/videos/season_18/18028/ds_18028_03_16x9.jpg","Investor; Journalist","http://thedailyshow.cc.com/guests/buffett-loomis"
325,"David Nasaw","http://3.images.comedycentral.com/images/shows/tds/videos/season_18/18027/ds_18027_04_16x9.jpg","Author, Journalist","http://thedailyshow.cc.com/guests/david-nasaw"
326,"Jon Meacham","http://2.images.comedycentral.com/images/shows/tds/videos/season_18/18025/ds_18025_04_16x9.jpg","Pulitzer Prize-winning Author","http://thedailyshow.cc.com/guests/jon-meacham"
327,"Jason Sudeikis","http://1.images.comedycentral.com/images/shows/tds/videos/season_18/18024/ds_18024_04_16x9.jpg","Actor, Comedian","http://thedailyshow.cc.com/guests/jason-sudeikis"
328,"Katie Dellamaggiore & Pobo Efekoro","http://4.images.comedycentral.com/images/shows/tds/videos/season_18/18022/ds_18022_05_16x9.jpg","Director and student of "Brooklyn Castle"","http://thedailyshow.cc.com/guests/dellamaggiore-efekoro"
329,"Martha Raddatz","http://3.images.comedycentral.com/images/shows/tds/videos/season_18/guests/at_the_desk/ds_18019_04_v6.jpg","ABC News Senior Foreign Affairs Correspondent","http://thedailyshow.cc.com/guests/martha-raddatz"
330,"Jon Ronson","http://1.images.comedycentral.com/images/shows/tds/videos/season_18/18017/ds_18017_04_16x9.jpg","Journalist, Filmmaker, Author","http://thedailyshow.cc.com/guests/jon-ronson"
331,"Dakota Meyer","http://4.images.comedycentral.com/images/shows/tds/videos/season_18/18015/ds_18015_04_16x9.jpg","Medal of Honor Recipient, Author","http://thedailyshow.cc.com/guests/dakota-meyer"
332,"DL Hughley","http://3.images.comedycentral.com/images/shows/tds/videos/season_18/18013/ds_18013_04_16x9.jpg","Actor, Comedian","http://thedailyshow.cc.com/guests/dl-hughley"
333,"Gerard Butler","http://3.images.comedycentral.com/images/shows/tds/videos/season_18/18014/ds_18014_04_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/gerard-butler"
334,"Barack Obama","http://3.images.comedycentral.com/images/shows/tds/videos/season_18/18012/ds_18012_03_16x9.jpg","President of the United States","http://thedailyshow.cc.com/guests/barack-obama"
335,"Eugene Jarecki","http://1.images.comedycentral.com/images/shows/tds/videos/season_18/18010/ds_18010_04_16x9.jpg","Director, Author","http://thedailyshow.cc.com/guests/eugene-jarecki"
336,"J. K. Rowling","http://3.images.comedycentral.com/images/shows/tds/videos/season_18/18009/ds_18009_04_16x9.jpg","Author","http://thedailyshow.cc.com/guests/jk-rowling"
337,"Paul Thomas Anderson","http://4.images.comedycentral.com/images/shows/tds/videos/season_18/18008/ds_18008_04_16x9.jpg","Director, Screenwriter, Producer","http://thedailyshow.cc.com/guests/paul-thomas-anderson"
338,"Magic Johnson","http://3.images.comedycentral.com/images/shows/tds/videos/season_18/18007/ds_18007_04_16x9.jpg","Basketball Hall of Famer","http://thedailyshow.cc.com/guests/magic-johnson"
339,"Pete Townshend","http://4.images.comedycentral.com/images/shows/tds/videos/season_18/18005/ds_18005_05_16x9.jpg","Musician, Author","http://thedailyshow.cc.com/guests/pete-townshend"
340,"Arnold Schwarzenegger","http://4.images.comedycentral.com/images/shows/tds/videos/season_18/18001/ds_18001_04_16x9.jpg","Athlete, Actor, Former Governor of California","http://thedailyshow.cc.com/guests/arnold-schwarzenegger"
341,"Amar'e Stoudemire","http://2.images.comedycentral.com/images/shows/tds/videos/season_17/17157/ds_17157_04_16x9.jpg","Athlete, Author","http://thedailyshow.cc.com/guests/amare-stoudemire"
342,"Olivia Wilde","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17156/ds_17156_04_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/olivia-wilde"
343,"His Majesty King Abdullah II","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17155/ds_17155_03_16x9.jpg","King of Jordan","http://thedailyshow.cc.com/guests/his-majesty-king-abdullah-ii"
344,"Pink","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17153/ds_17153_06_16x9.jpg","Singer","http://thedailyshow.cc.com/guests/pink"
345,"Kofi Annan","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17151/ds_17151_04_16x9.jpg","Former U.N. Secretary-General, Author","http://thedailyshow.cc.com/guests/kofi-annan"
346,"Austan Goolsbee","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17149/ds_17149_exclusive2_16x9.jpg","Economist","http://thedailyshow.cc.com/guests/austan-goolsbee"
347,"Michael Steele","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17145/ds_17145_05_16x9.jpg","Former Republican National Committee Chairman","http://thedailyshow.cc.com/guests/michael-steele"
348,"Herman Cain","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17144/ds_17144_06_16x9.jpg","Former Presidential Candidate, CEO","http://thedailyshow.cc.com/guests/herman-cain"
349,"Rob Corddry","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17142/ds_17142_04_16x9.jpg","Actor, Comedian","http://thedailyshow.cc.com/guests/rob-corddry"
350,"Misty May-Treanor","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/guests/at_the_desk/ds_17140_05_v6.jpg","Olympic Gold Medalist","http://thedailyshow.cc.com/guests/misty-may"
351,"Robert Pattinson","http://2.images.comedycentral.com/images/shows/tds/videos/season_17/17139/ds_17139_04_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/robert-pattinson"
352,"Joanna Brooks","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17138/ds_17138_exclusive1_16x9.jpg","Author, Professor","http://thedailyshow.cc.com/guests/joanna-brooks"
353,"Saima Wahab","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17136/ds_17136_04_16x9.jpg","Author, Translator","http://thedailyshow.cc.com/guests/saima-wahab"
354,"Jessica Biel","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17134/ds_17134_04_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/jessica-biel"
355,"Fred Guterl","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17133/ds_17133_04_16x9.jpg","Author, Journalist","http://thedailyshow.cc.com/guests/fred-guterl"
356,"Dambisa Moyo","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17132/ds_17132_04_16x9.jpg","Author, Economist","http://thedailyshow.cc.com/guests/dambisa-moyo"
357,"Rashida Jones","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17131/ds_17131_04_16x9.jpg","Actor, Screenwriter","http://thedailyshow.cc.com/guests/rashida-jones"
358,"Zach Galifianakis & Will Ferrell","http://2.images.comedycentral.com/images/shows/tds/videos/season_17/17130/ds_17130_04_16x9.jpg","Actors, Comedians","http://thedailyshow.cc.com/guests/will-zach"
359,"Joseph Stiglitz","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17129/ds_17129_04_16x9.jpg","Economist, Author","http://thedailyshow.cc.com/guests/joseph-stiglitz"
360,"Matthew McConaughey","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17128/ds_17128_04_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/matthew-mcconaughey"
361,"E.J. Dionne","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17126/ds_17126_04_16x9.jpg","Columnist, Author","http://thedailyshow.cc.com/guests/ej-dionne"
362,"Victor Cruz","http://2.images.comedycentral.com/images/shows/tds/videos/season_17/17124/ds_17124_04_16x9.jpg","Professional Football Player","http://thedailyshow.cc.com/guests/victor-cruz"
363,"Tenacious D","http://2.images.comedycentral.com/images/shows/tds/videos/season_17/17122/ds_17122_06_16x9.jpg","Band","http://thedailyshow.cc.com/guests/tenacious-d"
364,"Andrew Garfield","http://2.images.comedycentral.com/images/shows/tds/videos/season_17/guests/at_the_desk/ds_17121_04_v6.jpg","Actor","http://thedailyshow.cc.com/guests/andrew-garfield"
365,"Parmy Olson","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17115/ds_17115_04_16x9.jpg","Author, Journalist","http://thedailyshow.cc.com/guests/parmy-olson"
366,"Catherine Zeta-Jones","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/guests/at_the_desk/ds_17114_04_v6.jpg","Actor","http://thedailyshow.cc.com/guests/catherine-zeta-jones"
367,"Colin Powell","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17112/ds_17112_04_16x9.jpg","Former Secretary of State","http://thedailyshow.cc.com/guests/colin-powell"
368,"Boris Johnson","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17111/ds_17111_04_16x9.jpg","Mayor of London","http://thedailyshow.cc.com/guests/boris-johnson"
369,"Edward Conard","http://2.images.comedycentral.com/images/shows/tds/videos/season_17/17110/ds_17110_04_16x9.jpg","Author, Businessman","http://thedailyshow.cc.com/guests/edward-conard"
370,"Gary Johnson","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17108/ds_17108_04_16x9.jpg","Former governor, Libertarian presidential candidate","http://thedailyshow.cc.com/guests/johnson"
371,"Thomas Mann","http://2.images.comedycentral.com/images/shows/tds/videos/season_17/17107/ds_17107_05_16x9.jpg","Author, Journalist","http://thedailyshow.cc.com/guests/mann"
372,"Norman Ornstein","http://2.images.comedycentral.com/images/shows/tds/videos/season_17/17107/ds_17107_05_16x9.jpg","Author, Journalist","http://thedailyshow.cc.com/guests/ornstein"
373,"Thomas Mann & Norman Ornstein","http://2.images.comedycentral.com/images/shows/tds/videos/season_17/17107/ds_17107_05_16x9.jpg","Authors, Journalists","http://thedailyshow.cc.com/guests/mann-ornstein"
374,"Dan Rather","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17105/ds_17105_05_16x9.jpg","News Anchor, Author","http://thedailyshow.cc.com/guests/dan-rather"
375,"Michelle Obama","http://2.images.comedycentral.com/images/shows/tds/videos/season_17/17104/ds_17104_04_16x9.jpg","First Lady of the U.S.","http://thedailyshow.cc.com/guests/michelle-obama"
376,"Robert Caro","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17103/ds_17103_05_16x9.jpg","Author, Journalist","http://thedailyshow.cc.com/guests/robert-caro"
377,"John R. Hall","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17102/ds_17102_04_16x9.jpg","Dean of Westminster Abbey","http://thedailyshow.cc.com/guests/john-r-hall"
378,"Ivo Daalder","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17101/ds_17101_05_16x9.jpg","President of the Chicago Council on Global Affairs","http://thedailyshow.cc.com/guests/ivo-daalder"
379,"Admiral General Aladeen","http://2.images.comedycentral.com/images/shows/tds/videos/season_17/17100/ds_17100_05_16x9.jpg","Admiral General of Wadiya","http://thedailyshow.cc.com/guests/admiral-aladeen"
380,"Peter Bergen","http://4.images.comedycentral.com/images/shows/tds/videos/season_16/16009/ds_16009_03_16x9.jpg","Journalist, Author","http://thedailyshow.cc.com/guests/peter-bergen"
381,"Tom Coburn","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17098/ds_17098_exclusive1_16x9.jpg","Former Senator, Author","http://thedailyshow.cc.com/guests/tom-coburn"
382,"David Barton","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17097/ds_17097_exclusive1_16x9.jpg","Evangelical Christian Minister, Author","http://thedailyshow.cc.com/guests/david-barton"
383,"Zach Wahls","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17096/ds_17096_04_16x9.jpg","Author, LGBTQ Rights Advocate","http://thedailyshow.cc.com/guests/zach-wahls"
384,"Robert Draper","http://2.images.comedycentral.com/images/shows/tds/videos/season_17/17095/ds_17095_04_16x9.jpg","Author, Journalist","http://thedailyshow.cc.com/guests/robert-draper"
385,"Jason Segel","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17094/ds_17094_04_16x9.jpg","Actor, Author","http://thedailyshow.cc.com/guests/jason-segel"
386,"Madeleine Albright","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17093/ds_17093_exclusive1_16x9.jpg","Former Secretary of State, Author","http://thedailyshow.cc.com/guests/madeleine-albright"
387,"Ben Rattray","http://2.images.comedycentral.com/images/shows/tds/videos/season_17/17092/ds_17092_04_16x9.jpg","Founder of Change.org","http://thedailyshow.cc.com/guests/ben-rattray"
388,"Judy Smith","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17091/ds_17091_04_16x9.jpg","Author","http://thedailyshow.cc.com/guests/judy-smith"
389,"Julia Louis-Dreyfus","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17089/ds_17089_05_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/julia-louis-dreyfus"
390,"Jane Goodall","http://2.images.comedycentral.com/images/shows/tds/videos/season_17/17088/ds_17088_04_16x9.jpg","Anthropologist","http://thedailyshow.cc.com/guests/jane-goodall"
391,"Esperanza Spalding","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17087/ds_17087_04_16x9.jpg","Musician","http://thedailyshow.cc.com/guests/esperanza-spalding"
392,"Elon Musk","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17085/ds_17085_exclusive1_16x9.jpg","Entrepreneur, CEO of SpaceX","http://thedailyshow.cc.com/guests/elon-musk"
393,"Tim Weiner","http://2.images.comedycentral.com/images/shows/tds/videos/season_17/17084/ds_17084_exclusive1_16x9.jpg","Author, Journalist","http://thedailyshow.cc.com/guests/tim-weiner"
394,"Anthony Bourdain","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17083/ds_17083_04_16x9.jpg","Chef, Author","http://thedailyshow.cc.com/guests/anthony-bourdain"
395,"Jack L. Goldsmith","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17082/ds_17082_03_16x9.jpg","Author, Professor","http://thedailyshow.cc.com/guests/jack-goldsmith"
396,"Mohamed Nasheed","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17080/ds_17080_exclusive1_16x9.jpg","Former President of the Maldives","http://thedailyshow.cc.com/guests/mohamed-nasheed"
397,"Ahmed Rashid","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17078/ds_17078_exclusive1_16x9.jpg","Author, Journalist","http://thedailyshow.cc.com/guests/ahmed-rashid"
398,"Maria Goodavage","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17077/ds_17077_05_16x9.jpg","Author","http://thedailyshow.cc.com/guests/maria-goodavage"
399,"Shaquille O'Neal","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17076/ds_17076_03_16x9.jpg","NBA Analyst","http://thedailyshow.cc.com/guests/shaq"
400,"Sam Worthington","http://2.images.comedycentral.com/images/shows/tds/videos/season_17/guests/sam_worthington_v6.jpg","Actor","http://thedailyshow.cc.com/guests/sam-worthington"
401,"Rachel Weisz","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17074/ds_17074_05_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/tds-rachel-weisz"
402,"Will Ferrell","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17073/ds_17073_04_16x9.jpg","Comedian, Actor","http://thedailyshow.cc.com/guests/will-ferrell"
403,"Grover Norquist","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17072/ds_17072_exclusive1_16x9.jpg","Founder and President of Americans for Tax Reform","http://thedailyshow.cc.com/guests/gover-norquist"
404,"Trita Parsi","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17071/ds_17071_04_16x9.jpg","President of the National Iranian American Council","http://thedailyshow.cc.com/guests/trita-parsi"
405,"Cecile Richards","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17070/ds_17070_03_16x9.jpg","President of Planned Parenthood","http://thedailyshow.cc.com/guests/cecile-richards"
406,"Shaun Donovan","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17068/ds_17068_03_16x9.jpg","U.S. Secretary of Housing and Urban Development","http://thedailyshow.cc.com/guests/shaun-donovan"
407,"M. Cathleen Kaveny","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17067/ds_17067_05_16x9.jpg","Academic","http://thedailyshow.cc.com/guests/m-cathleen-kaveny"
408,"Masha Gessen","http://2.images.comedycentral.com/images/shows/tds/videos/season_17/17066/ds_17066_04_16x9.jpg","Author","http://thedailyshow.cc.com/guests/masha-gessen"
409,"Stephen Merchant","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17065/ds_17065_04_16x9.jpg","Writer, Director, Comedian","http://thedailyshow.cc.com/guests/stephen-merchant"
410,"Bruce Bartlett","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17062/ds_17062_04_16x9.jpg","Author, Tax Policy Expert","http://thedailyshow.cc.com/guests/bruce-bartlett"
411,"Russ Feingold","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17061/ds_17061_exclusive1_16x9.jpg","Author, Former Senator","http://thedailyshow.cc.com/guests/russ-feingold"
412,"Alan Huffman & Michael Rejebian","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17060/ds_17060_04_16x9.jpg","Authors, Journalists","http://thedailyshow.cc.com/guests/alan-huffman-michael-rejebian"
413,"Alan Huffman","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17060/ds_17060_04_16x9.jpg","Author, Journalist","http://thedailyshow.cc.com/guests/alan-huffman"
414,"Michael Rejebian","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17060/ds_17060_04_16x9.jpg","Author, Journalist","http://thedailyshow.cc.com/guests/michael-rejebian"
415,"Arne Duncan","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17059/ds_17059_exclusive1_16x9.jpg","U.S. Secretary of Education","http://thedailyshow.cc.com/guests/arne-duncan"
416,"Louise Slaughter","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17058/ds_17058_04_16x9.jpg","Representative (D-NY)","http://thedailyshow.cc.com/guests/louise-slaughter"
417,"Ali Soufan","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17056/ds_17056_04_16x9.jpg","Author, Counterterrorism Expert","http://thedailyshow.cc.com/guests/ali-soufan"
418,"David Agus","http://2.images.comedycentral.com/images/shows/tds/videos/season_17/17055/ds_17055_04_16x9.jpg","Doctor, Author","http://thedailyshow.cc.com/guests/david-agus"
419,"Brad Pitt","http://2.images.comedycentral.com/images/shows/tds/videos/season_17/17054/ds_17054_03_16x9.jpg","Actor, Philanthropist, Producer","http://thedailyshow.cc.com/guests/brad-pitt"
420,"Jonathan Macey","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17053/ds_17053_04_16x9.jpg","Professor","http://thedailyshow.cc.com/guests/jonathan-macey"
421,"Lou Dobbs","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17052/ds_17052_exclusive1_16x9.jpg","Host of "Lou Dobbs Tonight"","http://thedailyshow.cc.com/guests/lou-dobbs"
422,"Tilda Swinton","http://1.images.comedycentral.com/images/shows/tds/videos/guest_images_new/seasons_15-17/ds_17051_04_v6.jpg","Actor","http://thedailyshow.cc.com/guests/tilda-swinton"
423,"Paula Broadwell","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17050/ds_17050_04_16x9.jpg","Author, Journalist","http://thedailyshow.cc.com/guests/paula-broadwell"
424,"Joe Nocera","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17046/ds_17046_exclusive1_16x9.jpg","Journalist","http://thedailyshow.cc.com/guests/joe-nocera"
425,"Jodi Kantor","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17044/ds_17044_03_16x9.jpg","Author, Journalist","http://thedailyshow.cc.com/guests/jodi-kantor"
426,"Dolly Parton","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17043/ds_17043_04_16x9.jpg","Musician, Actor","http://thedailyshow.cc.com/guests/dolly-parton"
427,"George Lucas","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17040/ds_17040_04_16x9.jpg","Filmmaker","http://thedailyshow.cc.com/guests/george-lucas"
428,"Craig Shirley","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17039/ds_17039_04_16x9.jpg","Author, Political Commentator","http://thedailyshow.cc.com/guests/craig-shirley"
429,"Elizabeth Dowling Taylor","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17038/ds_17038_04_16x9.jpg","Author","http://thedailyshow.cc.com/guests/elizabeth-dowling-taylor"
430,"Charles Barkley","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17037/ds_17037_04_16x9.jpg","NBA Analyst, Former basketball player","http://thedailyshow.cc.com/guests/charles-barkley"
431,"Matt Damon","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17036/ds_17036_04_16x9.jpg","Actor, Screenwriter","http://thedailyshow.cc.com/guests/matt-damon2"
432,"Melody Barnes","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17035/ds_17035_exclusive1_16x9.jpg","Former Director of the Obama Administration's Domestic Policy Council","http://thedailyshow.cc.com/guests/melody-barnes"
433,"Lawrence Lessig","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17034/ds_17034_exclusive1_16x9.jpg","Academic, Author, Activist","http://thedailyshow.cc.com/guests/lawrence-lessig"
434,"Anne Burrell","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17033/ds_17033_04_16x9.jpg","Chef, Author","http://thedailyshow.cc.com/guests/anne-burrell"
435,"Ralph Fiennes","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17031/ds_17031_04_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/ralph-fiennes"
436,"Ben Lowy","http://2.images.comedycentral.com/images/shows/tds/videos/season_17/17029/ds_17029_03_16x9.jpg","Photojournalist","http://thedailyshow.cc.com/guests/ben-lowy"
437,"Bono","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17027/ds_17027_04_16x9.jpg","Musician, Activist","http://thedailyshow.cc.com/guests/bono"
438,"Betty White","http://2.images.comedycentral.com/images/shows/tds/videos/season_17/17026/ds_17026_04_16x9.jpg","Actor","http://thedailyshow.cc.com/guests/betty-white"
439,"Merrill Markoe","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17025/ds_17025_04_16x9.jpg","Author, Screenwriter, Comedian","http://thedailyshow.cc.com/guests/merrill-markoe"
440,"Martin Scorsese","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17024/ds_17024_03_16x9.jpg","Director, Screenwriter, Producer","http://thedailyshow.cc.com/guests/martin-scorsese"
441,"Diane Keaton","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17023/ds_17023_03_16x9.jpg","Actor, Author","http://thedailyshow.cc.com/guests/diane-keaton"
442,"Mark Kelly","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17022/ds_17022_04_16x9.jpg","Former Astronaut, Author","http://thedailyshow.cc.com/guests/mark-kelly"
443,"Leymah Gbowee","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17021/ds_17021_exclusive1_16x9.jpg","Author, Activist","http://thedailyshow.cc.com/guests/leymah-gbowee"
444,"Adam Sandler","http://2.images.comedycentral.com/images/shows/tds/videos/season_17/17020/ds_17020_03_16x9.jpg","Actor, Comedian","http://thedailyshow.cc.com/guests/adam-sandler"
445,"Clint Eastwood","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17017/ds_17017_04_16x9.jpg","Actor, Director","http://thedailyshow.cc.com/guests/clint-eastwood"
446,"Brad Paisley","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17016/ds_17016_04_16x9.jpg","Musician","http://thedailyshow.cc.com/guests/brad-paisley"
447,"Condoleezza Rice","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17014/ds_17014_exclusive1_16x9.jpg","Former Secretary of State, Author, Professor","http://thedailyshow.cc.com/guests/condoleezza-rice"
448,"Lisa Randall","http://4.images.comedycentral.com/images/shows/tds/videos/season_17/17011/ds_17011_04_16x9.jpg","Physicist, Author, Professor","http://thedailyshow.cc.com/guests/lisa-randall"
449,"Walter Isaacson","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17010/ds_17010_05_16x9.jpg","President and CEO of the Aspen Institute, Author","http://thedailyshow.cc.com/guests/walter-isaacson2"
450,"Kevin Clash","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17009/ds_17009_04_16x9.jpg","Puppeteer, Actor","http://thedailyshow.cc.com/guests/kevin-clash"
451,"Richard Brookhiser","http://1.images.comedycentral.com/images/shows/tds/videos/season_17/17008/ds_17008_03_16x9.jpg","Author, Journalist, Historian","http://thedailyshow.cc.com/guests/richard-brookhiser"
452,"Al Sharpton","http://3.images.comedycentral.com/images/shows/tds/videos/season_17/17007/ds_17007_exclusive1_16x9.jpg","Minister, Host of MSNBC's "PoliticsNation"","http://thedailyshow.cc.com/guests/al-sharpton"
453,"Ellen Schultz","http://2.images.comedycentral.com/images/shows/tds/videos/season_17/17005/ds_17005_05_16x9.jpg","Author, Wall Street Journal Editor","http://thedailyshow.cc.com/guests/ellen-schultz"
